county_fips,year,bea_total_income,population
12043,2020,371673000,12068
12043,2021,394663000,12268
12043,2022,391184000,12454
12045,2020,651140000,14264
12045,2021,725870000,14452
12045,2022,743555000,15314
12047,2020,433342000,13733
12047,2021,453306000,13082
12047,2022,450144000,13217
12049,2020,817961000,25331
12049,2021,897656000,25307
12049,2022,896743000,25645
12051,2020,1488421000,39725
12051,2021,1625765000,40212
12051,2022,1622515000,41339
12053,2020,8353344000,195627
12053,2021,9257931000,200649
12053,2022,9639456000,206896
12055,2020,3923391000,101345
12055,2021,4306675000,103295
12055,2022,4419585000,105618
12057,2020,77916960000,1466160
12057,2021,85956960000,1484455
12057,2022,90064452000,1513301
12059,2020,684460000,19569
12059,2021,742874000,19295
12059,2022,758929000,19651
12061,2020,13975880000,160439
12061,2021,16301881000,163814
12061,2022,17613769000,167352
12063,2020,1778782000,47079
12063,2021,1914602000,47154
12063,2022,1912479000,48211
12065,2020,670334000,14390
12065,2021,721171000,14476
12065,2022,741794000,15042
12067,2020,239459000,8214
12067,2021,256042000,7958
12067,2022,263970000,7786
12069,2020,17648620000,386194
12069,2021,20235358000,396242
12069,2022,21446695000,410139
12071,2020,44505846000,765504
12071,2021,49641402000,790676
12071,2022,52281287000,822453
12073,2020,14448894000,293948
12073,2021,15942096000,296081
12073,2022,16130473000,297369
12075,2020,1766821000,43059
12075,2021,1949851000,44158
12075,2022,1985692000,45260
12077,2020,244538000,7805
12077,2021,255173000,7308
12077,2022,247264000,7603
12079,2020,677061000,17866
12079,2021,722340000,18069
12079,2022,741163000,18198
12081,2020,21622623000,401593
12081,2021,24337490000,413474
12081,2022,25614913000,429125
12083,2020,15436434000,377459
12083,2021,17332265000,385084
12083,2022,17648907000,396415
12085,2020,15495382000,158658
12085,2021,16605201000,160249
12085,2022,17875112000,162006
12086,2020,151581814000,2695501
12086,2021,176108492000,2670421
12086,2022,183105933000,2673837
12087,2020,7857445000,82852
12087,2021,9038740000,82265
12087,2022,9734563000,81708
12089,2020,6020074000,91027
12089,2021,6903654000,94393
12089,2022,7483635000,97899
12091,2020,11390057000,212071
12091,2021,12673881000,213647
12091,2022,12981628000,216482
12093,2020,1419846000,39642
12093,2021,1570481000,40044
12093,2022,1636787000,40412
12095,2020,69902737000,1431573
12095,2021,78145165000,1427928
12095,2022,80442532000,1452726
12097,2020,15360005000,391118
12097,2021,17782078000,404020
12097,2022,18737344000,422545
12099,2020,137765798000,1494173
12099,2021,155274911000,1503223
12099,2022,165598174000,1518477
12101,2020,26407283000,566126
12101,2021,30044982000,584927
12101,2022,32023475000,608794
12103,2020,58259307000,959465
12103,2021,63695153000,959046
12103,2022,66015819000,961739
12105,2020,29793992000,730111
12105,2021,33163312000,755179
12105,2022,34033970000,787404
12107,2020,2742226000,73376
12107,2021,2937775000,74059
12107,2022,2947402000,74731
12109,2020,21083655000,277085
12109,2021,24437614000,293175
12109,2022,27121048000,306841
12111,2020,15052018000,331428
12111,2021,17509015000,344283
12111,2022,18782752000,358704
12113,2020,9548060000,188989
12113,2021,10796688000,193783
12113,2022,11388515000,198268
12115,2020,32323965000,436207
12115,2021,36760681000,448550
12115,2022,38848199000,462286
12117,2020,24951749000,471428
12117,2021,27387727000,471009
12117,2022,28525642000,478772
12119,2020,7768479000,130298
12119,2021,9241610000,134867
12119,2022,10035455000,144970
12121,2020,1639387000,43517
12121,2021,1801950000,44092
12121,2022,1891585000,45411
12123,2020,741594000,21739
12123,2021,787022000,20786
12123,2022,788005000,21283
12125,2020,377281000,15417
12125,2021,413851000,15825
12125,2022,410241000,15460
12127,2020,26599303000,555764
12127,2021,29637611000,565988
12127,2022,31021130000,579192
12129,2020,1416481000,33895
12129,2021,1608870000,34274
12129,2022,1680776000,35178
12131,2020,5578170000,75937
12131,2021,6796994000,79988
12131,2022,7349744000,83304
12133,2020,857925000,25313
12133,2021,927184000,24877
12133,2022,923256000,25414
13001,2020,718738000,18366
13001,2021,786029000,18411
13001,2022,803501000,18428
13003,2020,268353000,8311
13003,2021,294289000,8358
13003,2022,299679000,8183
13005,2020,415977000,11108
13005,2021,432401000,11071
13005,2022,447330000,11191
13007,2020,128468000,2851
13007,2021,142017000,2827
13007,2022,138553000,2788
13009,2020,1648563000,43794
13009,2021,1840486000,43671
13009,2022,1844435000,43635
13011,2020,709470000,18082
13011,2021,784815000,18538
13011,2022,870837000,19328
13013,2020,3516367000,83975
13013,2021,3967924000,86672
13013,2022,4195228000,89299
13015,2020,4773757000,109296
13015,2021,5280719000,110901
13015,2022,5478879000,112816
13017,2020,601658000,17168
13017,2021,672621000,17152
13017,2022,658831000,17069
13019,2020,684299000,18148
13019,2021,721215000,18128
13019,2022,726205000,18214
13021,2020,6770022000,157025
13021,2021,7417094000,155985
13021,2022,7215671000,156197
13023,2020,493869000,12524
13023,2021,521083000,12255
13023,2022,503001000,12257
13025,2020,582885000,18043
13025,2021,636311000,18121
13025,2022,634522000,18183
13027,2020,614077000,16268
13027,2021,652060000,16285
13027,2022,642000000,16253
13029,2020,2339176000,45035
13029,2021,2630744000,46963
13029,2022,2773891000,48225
13031,2020,2873476000,79918
13031,2021,3175042000,80637
13031,2022,3189203000,83059
13033,2020,972043000,24633
13033,2021,1018382000,24333
13033,2022,989917000,24388
13035,2020,961449000,25551
13035,2021,1077266000,26114
13035,2022,1109543000,26649
13037,2020,178877000,5573
13037,2021,194904000,5534
13037,2022,185403000,5469
13039,2020,2184378000,54925
13039,2021,2443748000,55754
13039,2022,2487008000,57013
13043,2020,403926000,11022
13043,2021,446617000,11000
13043,2022,446759000,11000
13045,2020,5350583000,119484
13045,2021,5973464000,121592
13045,2022,6288841000,124592
13047,2020,2644032000,68006
13047,2021,2883884000,68420
13047,2022,2912414000,68826
13049,2020,364057000,12532
13049,2021,396115000,12813
13049,2022,401087000,12781
13051,2020,15156296000,295064
13051,2021,16807312000,295656
13051,2022,17067423000,301107
13053,2020,328463000,9481
13053,2021,348469000,9044
13053,2022,320173000,8819
13055,2020,833555000,24922
13055,2021,918424000,24828
13055,2022,923997000,24936
13057,2020,15381129000,268175
13057,2021,17360944000,274839
13057,2022,18629170000,281278
13059,2020,4848271000,128550
13059,2021,5284963000,129185
13059,2022,5320928000,129875
13061,2020,110838000,2830
13061,2021,112610000,2859
13061,2022,104842000,2845
13063,2020,9451619000,297623
13063,2021,10279907000,297318
13063,2022,9736416000,296564
13065,2020,275847000,6725
13065,2021,280710000,6698
13065,2022,277886000,6662
13067,2020,47937085000,766374
13067,2021,52344154000,766691
13067,2022,53984067000,771952
13069,2020,1532731000,43052
13069,2021,1754739000,42997
13069,2022,1682506000,43172
13071,2020,1731615000,45900
13071,2021,1879929000,45757
13071,2022,1883754000,45762
13073,2020,8717682000,156849
13073,2021,9382281000,159636
13073,2022,9564735000,162419
13075,2020,629025000,17234
13075,2021,690086000,17266
13075,2022,677998000,17404
13077,2020,7827799000,146725
13077,2021,8653873000,149925
13077,2022,9167864000,152882
13079,2020,451820000,12103
13079,2021,488187000,12139
13079,2022,488241000,12140
13081,2020,841467000,20050
13081,2021,917739000,20024
13081,2022,878613000,19708
13083,2020,615790000,16235
13083,2021,662085000,16230
13083,2022,674122000,16081
13085,2020,1403810000,27056
13085,2021,1648638000,28475
13085,2022,1840431000,30138
13087,2020,1103968000,29324
13087,2021,1228918000,29045
13087,2022,1194748000,28982
13089,2020,42804261000,764420
13089,2021,47518656000,759231
13089,2022,47777254000,762820
13091,2020,689082000,19874
13091,2021,743509000,19675
13091,2022,717031000,19802
13093,2020,453019000,11165
13093,2021,482223000,10881
13093,2022,473550000,10572
13095,2020,3488155000,85153
13095,2021,3810380000,82267
13095,2022,3706964000,82966
13097,2020,5876686000,144552
13097,2021,6386496000,145628
13097,2022,6430585000,147316
13099,2020,438575000,10799
13099,2021,466013000,10651
13099,2022,445365000,10574
13101,2020,124326000,3720
13101,2021,126227000,3708
13101,2022,120469000,3686
13103,2020,2904582000,65158
13103,2021,3212722000,66746
13103,2022,3329387000,69041
13105,2020,762374000,19667
13105,2021,817678000,19554
13105,2022,842830000,19814
13107,2020,868661000,22887
13107,2021,913481000,22887
13107,2022,895134000,22929
13109,2020,398623000,10790
13109,2021,432689000,10711
13109,2022,433829000,10695
13111,2020,1092306000,25434
13111,2021,1242788000,25763
13111,2022,1276391000,25737
13113,2020,8131840000,119483
13113,2021,8778997000,120681
13113,2022,9188067000,122030
13115,2020,4036097000,98575
13115,2021,4363897000,98499
13115,2022,4388071000,99443
13117,2020,17561482000,252878
13117,2021,19524896000,260721
13117,2022,21213681000,267237
13119,2020,843482000,23468
13119,2021,956576000,23503
13119,2022,1063523000,24128
13121,2020,99449827000,1069370
13121,2021,108046686000,1062531
13121,2022,108123538000,1074634
13123,2020,1207547000,31428
13123,2021,1386816000,32090
13123,2022,1467735000,32407
13125,2020,112725000,2894
13125,2021,117075000,2906
13125,2022,115635000,2939
13127,2020,4452568000,84471
13127,2021,4956371000,84705
13127,2022,5107513000,85079
13129,2020,2212830000,57716
13129,2021,2503290000,58253
13129,2022,2640753000,58954
13131,2020,931031000,26222
13131,2021,1009580000,25879
13131,2022,1000979000,26008
13133,2020,1222957000,19021
13133,2021,1453728000,19553
13133,2022,1529099000,20139
13135,2020,44004864000,958005
13135,2021,48373745000,965145
13135,2022,49612195000,975353
13137,2020,1702508000,46138
13137,2021,1842081000,46740
13137,2022,1906344000,47475
13139,2020,10188484000,203735
13139,2021,11442825000,207393
13139,2022,12211909000,212692
13141,2020,286967000,8708
13141,2021,303145000,8664
13141,2022,297911000,8387
13143,2020,1229441000,30037
13143,2021,1358895000,30579
13143,2022,1414419000,31337
13145,2020,1846403000,34896
13145,2021,2032543000,35605
13145,2022,2128495000,36276
13147,2020,1066906000,25871
13147,2021,1160497000,26340
13147,2022,1234090000,26909
13149,2020,417330000,11448
13149,2021,469587000,11529
13149,2022,492071000,11725
13151,2020,10380170000,241848
13151,2021,11432024000,245023
13151,2022,11653480000,248364
13153,2020,7465184000,164343
13153,2021,8226526000,167156
13153,2022,8156163000,169631
13155,2020,362231000,9650
13155,2021,397566000,9375
13155,2022,386492000,9126
13157,2020,3640245000,76717
13157,2021,4173799000,80317
13157,2022,4606427000,83936
13159,2020,643185000,14666
13159,2021,703656000,15259
13159,2022,756536000,15951
13161,2020,518886000,14799
13161,2021,556400000,14848
13161,2022,546576000,14889
13163,2020,603383000,15678
13163,2021,662398000,15494
13163,2022,635919000,15314
13165,2020,306536000,8666
13165,2021,325869000,8776
13165,2022,319812000,8689
13167,2020,285347000,9186
13167,2021,307247000,9034
13167,2022,293170000,9242
13169,2020,1156633000,28397
13169,2021,1262799000,28409
13169,2022,1229747000,28472
13171,2020,722184000,18551
13171,2021,810344000,18684
13171,2022,851373000,19467
13173,2020,330681000,9926
13173,2021,356282000,10052
13173,2022,344127000,10171
13175,2020,1985256000,49544
13175,2021,2170321000,49527
13175,2022,2125024000,49660
13177,2020,1557926000,33215
13177,2021,1703303000,33194
13177,2022,1750469000,33642
13179,2020,2479263000,65317
13179,2021,2720026000,66844
13179,2022,2690112000,68030
13181,2020,347264000,7701
13181,2021,366988000,7750
13181,2022,364368000,7841
13183,2020,590642000,16269
13183,2021,685099000,17089
13183,2022,731846000,18348
13185,2020,4902670000,118415
13185,2021,5288975000,118914
13185,2022,5257374000,119739
13187,2020,1402501000,33631
13187,2021,1571590000,32890
13187,2022,1636065000,34796
13189,2020,882495000,21603
13189,2021,946209000,21636
13189,2022,921944000,21713
13191,2020,490149000,10987
13191,2021,527494000,11051
13191,2022,532420000,11180
13193,2020,433628000,12021
13193,2021,468551000,11832
13193,2022,507301000,11765
13195,2020,1204059000,30269
13195,2021,1349637000,30883
13195,2022,1463043000,31473
13197,2020,270149000,7530
13197,2021,284571000,7426
13197,2022,283589000,7449
13199,2020,836558000,20606
13199,2021,914910000,20715
13199,2022,916757000,20845
13201,2020,285584000,5988
13201,2021,308176000,5886
13201,2022,296695000,5807
13205,2020,898473000,21668
13205,2021,931121000,21266
13205,2022,932130000,21116
13207,2020,1369031000,28055
13207,2021,1550360000,28729
13207,2022,1594794000,29427
13209,2020,305819000,8574
13209,2021,330668000,8654
13209,2022,321677000,8655
13211,2020,1079548000,20198
13211,2021,1199120000,20654
13211,2022,1271372000,21031
13213,2020,1328722000,40012
13213,2021,1484203000,40032
13213,2022,1515954000,40472
13215,2020,9122974000,206998
13215,2021,9857601000,205024
13215,2022,9735501000,202616
13217,2020,4386908000,112843
13217,2021,4822049000,115318
13217,2022,4897580000,117621
13219,2020,2990617000,42013
13219,2021,3280760000,43025
13219,2022,3482763000,43588
13221,2020,600486000,14867
13221,2021,674498000,15142
13221,2022,727871000,15469
13223,2020,7342190000,169570
13223,2021,8154198000,173921
13223,2022,8589653000,178421
13225,2020,1162207000,28040
13225,2021,1263515000,28245
13225,2022,1253641000,28562
13227,2020,1743770000,33339
13227,2021,1990869000,33990
13227,2022,2111029000,34826
13229,2020,791597000,19746
13229,2021,833900000,19975
13229,2022,840253000,20168
13231,2020,853925000,18936
13231,2021,959701000,19534
13231,2022,1013739000,19990
13233,2020,1564986000,42923
13233,2021,1702948000,43332
13233,2022,1732708000,43709
13235,2020,374990000,9873
13235,2021,408097000,9582
13235,2022,409323000,9984
13237,2020,1088482000,22163
13237,2021,1215432000,22643
13237,2022,1251652000,22984
13239,2020,88269000,2228
13239,2021,83209000,2236
13239,2022,82382000,2249
13241,2020,771120000,16914
13241,2021,890129000,17088
13241,2022,901473000,17206
13243,2020,259790000,6368
13243,2021,272476000,6253
13243,2022,256801000,6116
13245,2020,8496216000,206526
13245,2021,8975404000,205358
13245,2022,8738700000,206640
13247,2020,3651077000,93644
13247,2021,3945253000,93961
13247,2022,3916237000,94984
13249,2020,185056000,4534
13249,2021,193633000,4476
13249,2022,195373000,4496
13251,2020,530440000,14078
13251,2021,573188000,14055
13251,2022,558094000,13977
13253,2020,412420000,9131
13253,2021,435233000,9142
13253,2022,421362000,9127
13255,2020,2591600000,67455
13255,2021,2907730000,67699
13255,2022,2891746000,68919
13257,2020,1054278000,26820
13257,2021,1169075000,26765
13257,2022,1201602000,26767
13259,2020,162164000,5304
13259,2021,162801000,4914
13259,2022,165777000,4648
13261,2020,1182918000,29516
13261,2021,1262860000,28978
13261,2022,1236864000,28877
13263,2020,248459000,5726
13263,2021,265471000,5746
13263,2022,266379000,5747
13265,2020,59552000,1562
13265,2021,63467000,1560
13265,2022,69838000,1600
13267,2020,754171000,24316
13267,2021,835734000,24132
13267,2022,883400000,24064
13269,2020,275026000,7819
13269,2021,307633000,7754
13269,2022,294774000,7737
13271,2020,348435000,12465
13271,2021,372632000,12330
13271,2022,350763000,12354
13273,2020,390425000,9138
13273,2021,416872000,8904
13273,2022,396406000,8754
13275,2020,2174344000,45785
13275,2021,2439247000,45815
13275,2022,2440985000,45561
13277,2020,1715085000,41374
13277,2021,1866192000,41123
13277,2022,1845599000,41412
13279,2020,1066567000,27081
13279,2021,1148086000,26873
13279,2022,1118365000,26837
13281,2020,553646000,12545
13281,2021,613699000,12867
13281,2022,617733000,12972
13283,2020,225889000,6396
13283,2021,240610000,6382
13283,2022,231515000,6365
13285,2020,2860001000,69323
13285,2021,3124400000,69479
13285,2022,3136986000,70191
13287,2020,307064000,8983
13287,2021,341616000,8931
13287,2022,326384000,8842
13289,2020,329619000,8011
13289,2021,353603000,7899
13289,2022,341636000,7680
13291,2020,1037486000,24798
13291,2021,1157869000,25560
13291,2022,1176665000,26388
13293,2020,1034999000,27740
13293,2021,1148121000,27673
13293,2022,1151922000,28086
13295,2020,2561183000,67742
13295,2021,2842877000,68405
13295,2022,2915143000,68915
13297,2020,4535554000,97153
13297,2021,5046385000,99808
13297,2022,5329194000,103065
13299,2020,1320150000,36225
13299,2021,1389220000,35547
13299,2022,1368274000,35614
13301,2020,210010000,5208
13301,2021,215477000,5214
13301,2022,207151000,5155
13303,2020,796742000,19948
13303,2021,806723000,19766
13303,2022,795748000,19738
13305,2020,1078933000,30145
13305,2021,1176399000,30246
13305,2022,1170006000,30896
13307,2020,93854000,2352
13307,2021,95148000,2356
13307,2022,91934000,2328
13309,2020,165809000,7447
13309,2021,180195000,7748
13309,2022,172210000,7314
13311,2020,1227037000,28108
13311,2021,1361263000,28393
13311,2022,1421023000,28806
13313,2020,4415975000,102776
13313,2021,4614950000,102688
13313,2022,4671780000,103132
13315,2020,253127000,8792
13315,2021,283689000,8746
13315,2022,291976000,8761
13317,2020,407916000,9556
13317,2021,453084000,9516
13317,2022,507945000,9599
13319,2020,352289000,8824
13319,2021,375722000,8791
13319,2022,374169000,8681
13321,2020,793376000,20738
13321,2021,859128000,20557
13321,2022,836736000,20424
15001,2020,9142151000,200712
15001,2021,10308749000,203792
15001,2022,10207652000,206315
15003,2020,61014686000,1012305
15003,2021,64493233000,1004673
15003,2022,64652972000,995638
15007,2020,3880680000,73186
